Type,Age,Energy,Playfulness,Curiosity,Affection,Outdoor Time,Interaction Time,Weight,puzzzle,reaction,retrieval,Intelligent,Intelligence
Tabby,14,7.057340436872886,7.712492690557346,6.63426220605767,3.699255640289068,5.079937091571102,2.3800044765226778,5.235428577929088,8.963366097464085,1.4955443797974288,100.0,1,True
Tuxedo,11,6.01101517571175,6.957784182497389,6.409755562855244,5.380233215792977,7.614578061644694,3.0797423652783706,3.822038541624996,20.631439156289037,1.3331868271068288,100.0,1,True
Orange,9,3.1292687158386197,3.2749514701504325,3.5015564995507513,6.20825268569878,1.799537682460175,3.6970937454793322,5.157494643760278,24.26902636552436,2.790560234907348,91.18135731888319,1,False
Tuxedo,1,5.367796693125313,5.920267768639364,7.831977502033158,1.0,4.474108853736585,1.4811940923877032,3.289658577594846,28.2913950001683,3.7602152264563644,100.0,0,True
Tabby,3,6.087730281056656,5.730724446111003,5.7868096718126045,5.077345875992085,8.087354266276378,3.2733065695938586,4.696661472417206,15.518244073319824,1.7029540489670805,100.0,1,True
Calico,14,7.876409727894856,7.110286840105812,7.7750515827274524,1.1260160047689949,6.4200644970754865,1.3702733578873998,5.689795222377974,19.14425153711739,0.9621886728534759,100.0,1,True
Orange,6,3.6947724022346478,3.054609751282969,2.540182519124078,9.076748251564439,3.2882320263910194,5.0,4.081379640549272,28.615848899733766,3.4906967939690206,81.20827436529102,1,False
Calico,7,5.020178629487112,6.096524777977315,7.540774523827528,3.190265712394866,5.4419877590273655,2.4967747849803272,3.459970468177106,14.246432658398085,0.5,100.0,0,True
Tabby,11,9.965181071530335,10.0,10.0,1.0,8.301225002784712,1.45604847233,7.740587674747046,12.920293444589394,0.5,100.0,0,False
Tabby,2,5.55027421880005,5.420505152674821,3.4699523625481574,5.206891562944735,7.510983808845336,3.0670729619564705,5.015611095586841,12.029140960706595,0.7761733217760929,99.67403438794655,1,True
Calico,8,6.567741725225016,7.348856264419518,8.04315511089973,2.375844590655071,6.282260986579417,2.0722892802510797,5.923960563356022,13.687589356418133,0.5,100.0,1,False
Tabby,13,5.618166096186885,5.430910517158258,7.676929572360647,1.890998659039512,4.090114704943517,1.5010108078567477,5.6411316417713415,10.232670753505932,1.3790421115594225,100.0,0,True
Tabby,4,6.286801687115719,5.023204918967194,5.286464248038348,4.921296108879239,5.319412946435792,2.7545120097826326,5.349023200846869,22.580765867460386,4.806853069200104,100.0,0,True
Calico,13,0.3522579123522922,1.2010462608723778,2.228430794533092,8.613937583096186,0.0,4.799168556449159,5.431119054305502,30.0,4.526388859626742,58.59522112183287,0,False
Calico,11,4.4925760153223635,3.174434681157395,3.233666244074899,6.313607110013437,6.0407799611850255,3.719489002323384,5.933226307766933,20.61109342229923,3.9270426022762663,80.2482291349814,0,False
Orange,6,7.620918829918266,5.745593993637007,5.007543971995429,4.525283945077717,8.020949557874774,3.088585911834455,3.926554564501377,16.642018291527652,0.8496951722792223,97.69538367683485,0,False
Calico,5,7.556171240587508,9.565832516133542,8.481008387183735,1.0,6.194421865451708,1.0922829808888976,4.357781024913792,10.402677635508537,0.5,100.0,0,True
Calico,9,7.6978608603274,7.320465169038524,6.551196546987693,3.872123920679642,6.335126666339294,2.8080020857898065,4.992194442192133,14.913308408676857,1.7785554722605932,100.0,0,True
Orange,1,7.108227820835107,6.247412934812792,7.6232143732172695,2.0437779019541567,6.390834698098337,1.5090112902699002,3.6073396227192136,17.28127859739163,1.407262001620285,100.0,1,True
Orange,2,4.418386748953566,4.861036769797027,5.241909081223828,3.807826743963695,5.927555019938676,2.1348838959274667,4.601305847344329,16.912566568006376,2.3799241563586775,100.0,1,False
Calico,13,4.896095229087983,3.622878277868254,3.364077230344204,5.980803309127751,5.7780377683918775,3.4148801539587854,5.986817441756389,29.396174096078635,1.3296034019094811,86.14425940781275,0,False
Calico,7,8.227632501303335,7.1735415219065555,6.4502794905179925,5.070520942168638,8.68613553720521,3.0092159301873087,4.974883028925433,14.042136214368737,1.590244303686618,100.0,1,True
Tuxedo,9,5.8595642766986,6.986577882003883,7.348529208618828,3.1669336568305866,5.963423389419866,2.1685846332497274,4.800971358786969,19.54643668930214,1.562136242042811,100.0,1,False
Tabby,13,5.91399843769012,6.74563350250235,6.339262536245562,4.398863060620418,5.638588937967214,2.4315010633938936,4.8013681496514,17.58863946514154,0.9921256787811904,100.0,0,True
Tabby,9,1.0682998966245254,1.3129480451707327,1.0,8.209676371941534,2.117383215052954,4.600288972131117,6.266462939363454,30.0,5.0,73.04203374051608,0,False
Tabby,7,4.728128576271216,3.6661487572254634,2.0275633230950234,8.778707759503869,4.332033130638553,4.801170858952764,2.7478048871243814,15.287356889786833,2.619243897855893,77.33608942128639,1,False
Tabby,8,9.31800212115992,8.760946914857525,8.25473979223423,1.0,10.0,0.8780477233324696,5.110949820173037,15.068794152658956,0.5,100.0,0,False
Tuxedo,7,2.4914732779486926,2.5542552380756884,2.901767659793435,7.558707205731973,4.427232597689993,4.589197106425154,5.653475139726727,26.409385848639165,2.58991372889996,70.94415311571353,0,False
Calico,7,3.3548474283357708,4.389449989890522,4.277153618458315,4.740110095226591,3.7664468609258113,2.8740206324838007,3.6038525715919274,12.793149775835083,3.462378738348775,89.51638436667496,1,True
Tabby,9,9.33899159314895,9.836201697501277,8.585504865139065,3.692851305141834,9.967633565782036,1.8489275108544199,4.587537892101482,8.745524764759814,0.5,100.0,1,True
Tuxedo,2,3.9794602643124315,4.126844364590237,4.452295465655902,6.96173962109934,5.749944548158583,3.571479032642655,5.461820481061404,14.797169178913931,2.886647901863451,77.74267753397706,1,False
Calico,2,4.793666859512633,6.317160737607196,8.002605221676264,2.183584614240235,3.218679128912417,1.4307884120997731,4.551785355164948,12.99104265985892,1.187020129244421,99.7087576962339,0,True
Orange,9,6.262542906556626,4.816849565734408,5.6067124285157,3.953445815483459,5.145922595202517,2.837166989586912,3.9952214304625366,12.039798635818975,2.7802468660071047,100.0,0,False
Orange,2,2.750532764139397,3.832737511887683,5.354504895137234,3.222754117184148,4.54716467275696,2.0619108295923336,3.7383081279979877,16.315506698232547,4.095648693506232,89.23562421800445,1,False
Orange,5,9.587418521848186,8.944631618257926,8.6046799601067,1.0,10.0,0.780972514143023,4.388342484150102,9.734319743093659,1.897916226782595,100.0,1,False
Tabby,4,3.0111393323998743,3.7545890922784793,3.2157189638316757,8.88480227459791,1.0552006222102914,4.559671648257197,4.6275494268369615,23.62587293788913,2.9975522478936627,80.79469644917808,1,False
Calico,13,7.203619558504459,6.5877865769316895,7.456570726942809,2.3936302363732676,6.573124851925274,1.206738933946078,6.188230080840711,11.125633484925627,0.6349237057141226,100.0,1,True
Tabby,8,5.102808761377815,4.343218938653599,3.204133697830115,8.25790080155074,3.8196982647520974,4.694165602575991,5.383031765974533,21.32254417434482,2.2225680091445508,91.66686669843779,1,True
Tabby,10,3.2095091629851105,4.190104540251067,6.90547309511478,2.4458392936173836,2.637811988267178,1.9133163831332973,3.7785199126116895,7.084273498764185,2.2855562378068885,100.0,0,True
Orange,6,2.5039278395041227,1.6051621374078073,3.4211591262992838,6.690710618740039,1.9455198232663662,3.543454356387813,4.490587713809261,30.0,5.0,80.13539959026852,0,False
Tuxedo,8,3.834811661918647,2.6052817582398005,2.4096349566616766,9.311090851406444,4.914018857734254,5.0,3.6546663050823924,23.342656952011016,1.0991772484387323,83.19319646786917,0,False
Calico,2,4.146669682833581,3.364474120864162,5.935116789638466,3.158905979820669,3.5026701712365074,1.9078708790644403,4.558016891207241,19.695378434310236,2.1100845572824705,78.81723849956623,1,True
Tabby,12,7.8588169289147505,7.590159867853803,8.036454728549145,1.0,6.540448877317267,1.2253050176894396,4.882709905171455,19.399399210728255,1.429613414165958,100.0,1,False
Tuxedo,9,4.227000006036148,3.1367792971229758,1.0,9.012111201831015,4.0417368763216,5.0,5.131845982891394,30.0,2.7162170842926856,65.59549204947643,0,False
Tabby,11,4.832735580462905,4.4462680100845455,4.773046632212364,5.733306156345567,6.773753860092814,3.847040324152554,5.623347109644985,23.599288754465135,2.7668866751649177,75.38952041825735,0,False
Tuxedo,6,4.6643045369315,4.325397328698333,5.689912621752613,3.9873475167859227,6.049783754453086,2.1797043724775786,3.129841844801802,12.347256929922473,3.300294744727853,95.67379784740014,1,True
Tuxedo,6,7.160520405500349,6.728381710069358,6.630052013671888,2.8849008387297017,8.895503371169461,1.8442987491333223,3.3974635965491014,25.590681551595686,1.4906132395712621,98.95608808204001,0,True
Orange,4,6.899879047992016,6.026640478698161,5.5823767931621555,5.542225257465757,5.559475247223566,3.6423476933378147,4.831218913739386,15.473886389993556,1.883529161107057,100.0,1,False
Calico,6,1.1681380490045061,2.7237588201288525,1.5754372664986496,9.289214637501427,0.4643786159651948,5.0,3.9701839869707003,28.99638515889723,3.2183300224404765,78.03066900265664,1,False
Calico,4,7.064485913217961,6.513248257652492,5.4691633070177055,4.895857177749791,8.932398752643156,3.1099557671110225,5.045062425271503,14.819006016389672,0.9233282240760402,100.0,1,True
Calico,10,7.161025535039098,6.71205711647523,7.3282121250677745,2.7287894802661343,7.263325533674209,2.236129124809595,3.361768779442844,18.740397310053527,1.3264410046076103,100.0,0,True
Tabby,8,5.778493423373287,6.495310547824679,6.206025544904807,3.335446248743016,4.4884772164299624,2.651339444110139,4.939696673400941,13.827475462958525,4.271971094669394,100.0,1,False
Orange,12,7.018989987769723,8.00368510879636,9.40042413098331,1.0,5.477169391295095,0.8026840692422351,4.997364159853796,10.808516468449572,0.8634152700750971,100.0,0,True
Tabby,9,7.819591179263172,10.0,9.572295612847826,1.0,9.38478000956686,1.3097572994464695,7.184997284760383,6.999170688606178,0.5,100.0,1,True
Calico,4,4.909083790577038,6.2109879345283,6.202188991625828,3.650572949428337,5.536255868393984,2.0584980780799826,4.019642657839839,12.414566374029302,2.3872028409663777,100.0,0,True
Tabby,8,7.940557013333862,8.79383778556577,7.396905209370536,1.7894174474107474,9.471681004751217,1.264460380801665,5.765779151500679,21.9812217510812,0.5,100.0,0,True
Tabby,5,4.582342466519776,6.589443791991934,5.973966475013345,3.697810513812508,5.203459610139914,2.0801682870149003,6.326488071783725,10.690553123706643,2.067025130199065,100.0,0,False
Tabby,9,7.502868084946792,6.712698558775194,6.921620972026238,3.043111315878031,7.826806757465033,2.1305857509458255,5.146681259471218,12.845157012656518,2.5024646583846706,100.0,1,False
Tuxedo,13,5.84121750391792,7.277128935439985,7.753472254792938,1.9455497097776342,4.841639213478247,1.2305840354231075,5.29205026174823,22.804347389848445,0.5,100.0,0,False
Calico,9,5.937710834110606,4.716681928358259,5.1853019468391315,4.902945542610485,5.545343586075248,2.786553421697627,5.145132237157085,24.982356414409015,1.485881024966495,85.45935687911017,0,True
Tuxedo,2,8.964356199286813,8.540122023329396,8.055520527861372,1.0,10.0,1.2619969482384252,3.224265147759145,15.543938171902308,2.6488445453569183,100.0,0,True
Tabby,13,6.4023331551221245,6.96343126773847,7.736524285365944,2.8268820747116097,5.421581202478251,2.2322353752505713,5.893458268384685,19.24197723932385,0.819344329474416,100.0,1,False
Calico,1,7.307982339232309,6.748858144121248,7.288991028707133,5.788905814495855,9.167360376606208,3.428297569478111,2.5445295811377395,20.357224196119667,2.818175785717325,100.0,0,False
Tabby,13,5.031955723138938,3.9281659479818147,4.061903998412453,3.5861065625380015,5.130655778045458,1.9281882377376813,5.4511369530461105,11.93805826886452,1.033268942601779,82.19164089466979,1,False
Tabby,14,4.330548147637715,3.7031777827554997,4.29417334814434,6.154014997395179,2.367951191590498,3.8478380351182224,4.8771804691545455,25.3371198117673,3.4582165806152694,83.12532853890629,1,False
Tabby,10,7.451012541160386,8.033062376196021,9.526869085125965,1.0,8.340829174047554,1.4116018498197174,7.066436250651211,12.704656780011746,0.5,100.0,1,True
Calico,14,3.733001114536712,3.404101461628025,3.7196499725415153,7.141995551392408,5.340413881964489,4.391868796570305,5.6635198855468545,29.25894607892981,2.192636850021467,84.8388625607631,1,False
Orange,8,3.707392818412033,3.9430599243239293,3.576464867913384,5.775246576020898,3.8313956246170697,3.2669312962841492,4.581000101704821,19.850413336456107,3.0964146694524946,88.09636224732324,0,False
Orange,9,1.714159944053904,2.342514798936287,3.2692957589249656,8.213174766660416,0.48924647016178957,4.249401844574313,4.43871873873581,23.834685452703027,5.0,76.4214705640648,0,False
Tabby,6,7.204382147886017,6.393257912820558,6.48957668856734,3.5803077581163287,8.53579343409813,2.420694430031645,5.117830933010518,20.14898907050304,2.798872393388348,100.0,1,True
Tabby,4,4.147326398010135,3.3464776870293798,1.9767719384927784,9.241403617788356,6.139569802092313,5.0,2.7294917203097357,30.0,3.2902146600579747,77.34082846635465,0,False
Tabby,2,1.944040873185882,1.0,1.0,9.810502008164018,2.6894094627094782,5.0,3.569295886386096,30.0,4.415977514582121,50.0,1,False
Orange,10,5.5541651118964825,5.4073786261579535,5.523860229918282,3.1555702116883038,7.526699943030897,1.9320654966608117,4.410778292415768,21.194029009439333,4.929991509757836,100.0,0,False
Tabby,7,4.841589949344154,4.046852427941109,4.7930478960477,4.799593610087607,4.1563217162051025,2.947272429729187,4.596579370353146,24.143121794788243,4.798809605316655,86.65520073434934,1,False
Orange,3,5.494492711518711,6.2575615853371565,5.529694451923426,4.627291152498751,7.0398438124233795,2.5649909824877737,4.798824167859805,19.008070048396466,1.0214750630785887,100.0,0,True
Tabby,2,2.2468833111430975,2.3997615750582546,2.3743629550605276,8.662123173262954,1.6263856067418265,5.0,3.5037578470067112,21.760507308021737,3.532281477745029,84.10874119831935,1,False
Calico,5,3.822284370454894,3.537828646366725,1.9699129646262015,7.015678510420678,2.7267881438350305,3.8545505320041658,2.943248011573587,29.787129929770735,3.1767416635345174,69.89227131855918,1,False
Tuxedo,13,-0.3417611892922805,1.0,1.0,10.0,0.0,5.0,5.152279749817106,23.661870198934558,5.0,52.43419800012592,1,False
Tabby,8,4.915419320036245,5.215099150736065,5.987667558584163,5.103938928007262,2.9279870811577573,3.009939658654534,4.233245725503078,14.085519400326586,1.9122387450239409,100.0,0,True
Tabby,6,4.943780471195934,5.230022672612111,6.4419366052002305,1.5704691610788222,6.080121238233581,1.5477350143150037,4.578790806344001,19.648807459731934,1.4238080408768883,93.01087444587303,1,True
Orange,1,9.891938017485835,10.0,10.0,1.0,9.818101138885186,1.3168167836727989,4.771782501129245,7.483244823116091,0.5,100.0,1,True
Orange,13,7.696162577331866,6.967868384627749,7.30090391956759,3.4095569745208345,8.194114698436444,2.4149091783300953,5.15525135287052,20.6530092829462,0.5,100.0,0,True
Tabby,10,2.660218511102409,3.1119029206599653,2.9997831353106967,8.498592897064725,1.860378052834243,5.0,5.216503081235243,18.470824022311266,3.5060748434571574,91.55135429559134,0,False
Calico,8,4.677574340319762,4.70894976414976,4.303999838145451,4.519016358961685,6.303163918398175,3.1764800941260227,2.794290976282063,17.821547137959296,2.425835928718783,90.58399325878875,1,False
Orange,7,7.41215654369003,6.418364772270576,5.236319406327646,5.278153095067715,7.2873209786641375,3.2577000861683034,4.526167527181418,13.932697325361728,3.5459437312794835,100.0,1,True
Tabby,13,2.8014490698837746,4.6586476844394875,5.535703630141816,4.506405727346741,4.521955632233654,2.528710719626849,4.678344826447014,17.496773652071578,2.880706268126754,100.0,1,True
Calico,5,6.92208231437876,8.598508331452532,7.863183121717839,1.0,8.72443529477869,1.3701284924626094,2.7894973206115052,22.80714987956506,0.5,100.0,1,True
Orange,12,4.1522545865489695,4.291848721109304,5.3687309829236,3.879843161919282,2.5638321864391194,2.0897505391176217,4.961066006853685,13.149807314354705,5.0,98.51117072923559,1,False
Orange,11,7.68534106493469,7.18383889054029,7.5823944321262,1.0,7.332427176760737,1.3800342351324801,5.316664148757225,28.15724667234603,1.0103931153851797,100.0,0,True
Tabby,7,3.0666813434924363,2.6685108573369924,2.6735973381860756,6.471507354487907,4.314374650550361,3.7005951360481424,4.657245049837654,26.818342152023476,3.7248497339758226,64.58154619086567,0,False
Calico,11,-0.43520669608555096,1.0,1.7416365660193796,7.804080391149262,0.0,4.44893890159712,4.726253609389483,22.381495953149148,4.6006143064905345,70.1004947043701,1,False
Tabby,11,4.800619237445605,2.29916448063701,4.543036757968924,5.946845507633004,6.230525367261711,3.4106029882780744,4.615370821525525,17.588069531719224,3.7153129354283028,75.44095171701656,0,False
Calico,5,2.6070368684184735,3.5494679220056904,4.325132779447529,6.166955912222729,1.9524328254343128,4.0134565539824925,5.461302098650628,24.123593976652046,3.044193324985298,77.95258730397016,1,False
Orange,9,2.930159885026295,2.5739703845120783,1.8407761056442706,10.0,2.10227478900939,5.0,4.564444182197942,27.634343916638556,3.374458231646702,67.75634023765971,0,False
Tuxedo,9,5.426441956953251,5.681805599114599,4.8499234342323945,4.337125002303216,5.0093384479971474,2.5916565815363173,4.537556560164138,16.534117104269725,4.189386111750297,100.0,1,False
Calico,11,6.395126301337365,6.883173207709325,6.574545778327969,3.043720328414915,7.45774435479106,1.6688882497930955,3.5210176655304872,22.109055894622514,1.9964436993250616,100.0,1,True
Tabby,13,3.7101032985545976,4.168570843267201,4.198229782143901,7.130817705347485,5.700713844592179,4.388114626466309,6.603843604492534,30.0,2.625268898141373,99.79506954699616,1,False
Calico,14,8.659552603941105,8.269276089095463,7.912196007512244,2.077411848980994,9.428219631445675,1.211379560129423,5.214937275570537,13.416960773037642,0.8755023789156781,100.0,1,True
Tabby,9,7.337745468253489,7.083770190432934,6.630401684046862,5.15030691657014,7.19538157206107,2.6669498331845714,4.811438981755055,20.317987665313527,2.3712683426869914,100.0,0,True
Calico,13,7.100683590129127,7.798212858772536,6.629729299343165,3.1341065154147043,7.177078321569942,1.8300769106376453,5.2265377715996655,14.30714990528493,0.8097397368070591,100.0,1,True
Tuxedo,13,8.598947755829847,7.981008813528005,8.157163538520324,2.511966545114876,7.0119836246710925,1.8478917477665748,5.499847518451171,17.421010192733636,2.5884636854521164,100.0,1,True
Calico,5,0.9290264658969374,1.6480207446078392,1.6072183056010012,6.9582962513872895,0.13759123155889919,3.6007512792916865,3.7192356591895956,24.227256510932737,5.0,76.71335101723521,0,False
Tabby,1,6.965565426679522,5.608133733572951,6.340899997874284,5.6805778395253075,8.453558483098787,3.373902324784288,2.5,25.694597992689364,3.657864030028375,100.0,1,False
Tuxedo,1,2.1664724021536133,3.2443996401776474,1.9246258000001966,9.059511601815283,2.9582614421929114,5.0,4.305119811142765,29.3336900192724,3.3124227958566497,78.75844344740605,1,False
Tuxedo,13,6.510211141231588,6.656578192018425,7.744147454543774,1.9777284112263227,5.351057209111845,1.2600827425612307,4.784769403670851,6.487753854362861,0.5,100.0,1,True
Tuxedo,9,3.0928881061585725,3.350133313255733,2.766286204233218,6.75187476138316,4.242522070165895,4.085296858948779,6.973069105180192,30.0,5.0,100.0,0,False
Tuxedo,10,2.6703471293265872,2.8682120584641373,2.3480311046732707,8.958887011492985,4.60633991578009,4.844260017581729,5.160468694447491,27.4600350629246,4.319920300393279,82.29182736042144,0,False
Calico,14,6.911833567779499,7.996570810856028,8.647725043701739,1.3823531465799466,4.956333428052141,1.231218785826393,4.946824126690052,19.330822232265483,1.839750060305148,100.0,0,True
Calico,14,3.4088505236605258,3.2174390495760385,4.061554344711231,7.5926223643825,1.7737127959014387,4.179329733422248,7.810657561715642,19.624272691770695,2.8433748294431247,91.81117055629781,0,False
Tabby,11,4.488743748729735,4.308026713139599,3.9173120857836268,4.8752762311828155,5.528497938403568,3.2637127596820386,4.74459466694218,26.285293141475016,3.2066529616295836,92.62983058845383,0,False
Tuxedo,4,6.2444644750368274,4.48762598534459,4.786433228840192,3.5953046172340395,7.984633541106673,2.663868587591482,5.336023564638688,24.21563666600713,3.006564796008402,94.27564107594708,1,True
Tabby,14,8.874722123070887,6.756865381582179,8.123779561647464,1.6488347058420192,6.948048623627345,1.755185865772018,5.3297730598194395,30.0,0.746869234373546,100.0,1,True
Orange,5,4.66876233097823,2.515902652893153,2.9460892466988513,7.0393322009918,2.8378510428643295,3.914080171649366,4.402973552244092,22.48723134377104,4.077387197955154,73.45946059476228,0,False
Orange,11,4.161451954557053,4.563302350289171,5.558636938598719,4.29214559134873,4.637692435854618,2.768416521316332,6.120858399544256,13.128100038196262,1.9506385224329654,97.68522190422094,1,False
Calico,6,3.1852129032554144,2.961759955742383,2.2863311234747243,8.735020538389742,1.4869412182503474,4.84858427026711,3.010160399198559,28.755414740395427,2.1184821390177553,87.78845293586036,1,False
Tabby,5,6.701363933308606,6.43312776022683,5.976617280320885,4.27321870563287,7.663408385868733,2.2604745917646794,4.875115213824354,22.029922860426748,3.4145306503201676,100.0,0,False
Orange,7,4.941953859512679,6.114369687535604,5.471883357797916,4.431667076457455,4.591665830662604,2.935432809359056,5.2570161424919215,23.49274948201635,1.6495555467927299,100.0,1,False
Orange,14,4.0966220943922895,2.5745136607326344,3.395343836492483,7.863682861019672,3.517316741424806,4.056588924997692,6.698048941676264,29.379789610670073,3.471391547378917,78.93073745888275,1,False
Orange,14,4.509387992066802,4.6553864959786555,4.694818759230797,6.712319006609647,3.9032501922271363,3.8124154676409536,5.225203156484392,13.24707761279543,1.4913456168628172,92.28021370542733,0,True
Calico,2,3.62568906744918,3.2437979181143577,4.114583544316147,7.176664619251725,4.201977458195776,4.315045257509142,3.7247254131283056,17.147159365287315,3.9790383333160797,100.0,1,False
Tabby,8,5.561084879296993,6.102190971550582,6.808504901851204,3.345706163746338,3.9964527367485374,1.9224695422143423,4.190872437158593,16.116617025253337,3.0511226988009987,100.0,1,True
Calico,13,2.471656149234381,3.230187743169633,5.381798205333625,4.0791852287561134,3.919476894416422,2.21606224217606,4.847045799793477,21.21100308465598,2.6851838219621924,89.33147169031652,0,False
Calico,12,3.090608243165406,3.2299765072943982,5.232863259370982,7.225230007341672,4.068581140087972,3.67677432735414,6.144401960447699,25.190981264710135,2.1687425184128335,72.47771609323392,0,False
Tabby,10,4.629978657276732,5.733047364644639,5.234221863646609,6.149419612963551,4.439621215211208,3.524817661178789,5.389122330711719,26.490721995095285,3.760340039926329,100.0,1,False
Calico,5,5.578295547327146,5.8044484572297534,4.789371578691341,5.574643243373314,5.544975683367777,3.054401292547333,4.034420969982225,29.458667622766406,3.205071932872509,100.0,1,False
Calico,12,1.9856025305304676,2.391532299366377,1.0,9.404958509096794,2.818039493843315,5.0,3.352529181821165,28.234412223495895,3.868192679955609,77.5806895990666,0,False
Tabby,11,8.321464394618939,8.963175644942469,8.579088263089208,1.0,8.229348402485885,1.3530716035219272,5.646614281532692,10.488597838465985,0.9572574688714527,100.0,0,True
Tabby,14,6.2397800893818856,4.681010055294664,4.231720031702037,5.402955798573612,5.795684077452284,3.5817134930115286,4.8741374999625355,29.4262308226451,1.3350481709124689,90.9633371612209,0,False
Tabby,6,8.018051800197462,7.889080570432684,7.067870989206875,2.267996073780653,7.675471909399066,1.9871005894641312,3.6621787409224447,17.275123885038923,0.5,100.0,1,False
Tuxedo,11,2.3732944451710183,3.443087616334934,3.0564015849139197,6.304015288000942,3.9833469066459872,3.4350057960984515,5.919440392350231,27.786748165970437,3.0473837864126896,63.88407228084552,0,False
Calico,6,5.844674034457625,6.183800865589131,8.108194416938748,1.833963807778979,5.387517117328397,1.2500876241754844,4.885527932020545,24.122920017770006,0.6387004551751909,100.0,0,True
Tuxedo,12,7.06048569359656,6.907106576660542,7.218675639967452,2.148333513299651,7.183861382812273,1.5433856678184896,4.538921208820598,11.493318261172615,1.16922142215294,100.0,1,True
Orange,3,6.09152695149241,3.7931859411171995,4.99217675548428,5.383913113211346,7.566014587180163,2.7046501966031635,5.218594594193865,19.730262538662323,2.8489739388906887,89.51250107267876,1,False
Tabby,3,2.897565759443313,3.8199274382501462,1.8997111676927088,7.816850354908031,3.531328130499983,4.015267442371384,2.5477381961864642,24.739892182351873,4.237373935406038,74.47457395249485,1,False
Calico,5,7.649992037676186,8.16221569591322,8.099794572401866,1.0,7.316217396603742,1.1999577908667485,5.406208559226294,9.1829748199137,2.1509043094011098,100.0,0,True
Tuxedo,10,5.790657515583623,6.402291094648581,7.388421729071275,2.886739019898809,4.672899505660791,1.6508681410858967,5.014939633634452,12.953539353752648,0.7354287994126021,100.0,0,False
Orange,4,4.130089648957409,4.678745289311128,5.596417980243772,5.867874086292757,5.6315315279393285,3.597965142541815,5.938307110920611,16.075715244706146,3.391979322613615,100.0,0,True
Tuxedo,1,4.4596245675547035,3.7124564709047236,3.0960913704032667,5.52508339440159,4.009943600362282,3.2812618490310594,4.68550448593383,15.740779670600936,3.137880114756272,84.09841585211578,1,True
Orange,13,6.723898013228392,9.552757210364133,10.0,1.2500341340377796,5.262234858953371,1.4235030868844731,6.445861178709363,12.820347163107659,0.5,100.0,1,True
Calico,11,6.378046288638026,6.713047355201395,4.987658871590346,7.167382147742844,7.610198925756846,3.9213235144453447,6.084906242689859,24.76563839282355,2.1158612049198853,100.0,0,True
Tabby,12,2.9887361672312793,3.368749843699515,2.784323514176764,9.23379123765842,1.3049145942433835,5.0,4.777818441911277,22.380531466133174,2.8469790751070834,77.57968325827444,0,False
Tabby,10,3.6402812827451982,4.336838241634078,5.524947671249805,4.006149426998868,3.9795136886912936,2.9367735249084683,3.6536200342790135,18.23390506169319,0.9834623702445493,85.67356477724694,0,True
Calico,14,1.5934713008161827,2.001398267116472,3.9794487158034375,5.36085024742606,0.6222186453778948,3.5853767232903992,6.096748738698555,13.854593720122416,5.0,81.02564825520176,0,False
Calico,9,3.8299555480484972,4.03955054021907,5.700919053291796,4.571414926491838,2.460839962734727,3.2007585911894756,5.310494333325803,25.129776840664444,4.230515443839263,75.69471498247145,0,False
Calico,14,3.9798143621933066,4.706079373020587,4.789485083934168,6.513904636436367,3.422593483024966,3.9182430638011514,7.817446198576624,19.708362720405727,2.211481343510197,91.07421933801767,0,False
Tuxedo,14,0.9888814724257022,1.1315788935661515,2.148333167921596,8.258610538832452,2.173687362083381,4.205952140771725,5.166577422447419,23.24886315272153,4.781730569527169,63.02301943898032,0,False
